City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Pangoa,PE,-12.1167,-73.0,70.95,80,79,2.57,broken clouds
471,Khandbari,NP,27.3747,87.2039,57.22,81,64,0.51,broken clouds
472,Gornopravdinsk,RU,60.05,69.9,5.79,94,95,8.43,overcast clouds
473,Ugoofaaru,MV,5.6667,73.0,81.25,76,96,10.02,overcast clouds
474,Baykalovo,RU,57.3981,63.7684,6.28,95,16,7.36,few clouds
475,Lafia,NG,8.4833,8.5167,75.78,33,2,3.36,clear sky
476,Veraval,IN,20.9,70.3667,74.79,38,37,7.16,scattered clouds
477,Deputatskiy,RU,69.3,139.9,-30.68,92,89,1.45,overcast clouds
478,Rorvik,NO,64.8621,11.2373,34.56,65,100,8.08,light rain
479,Woodstock,CA,43.1334,-80.7497,40.66,93,100,13.71,overcast clouds
480,Alekseyevsk,RU,57.8406,108.3492,17.89,95,100,4.45,light snow
481,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.74,58,76,4.94,broken clouds
482,Tias,ES,28.9611,-13.645,64.15,72,90,9.22,overcast clouds
483,Wufeng,CN,27.45,104.8333,38.59,92,100,3.09,overcast clouds
484,Rusape,ZW,-18.5278,32.1284,58.28,91,100,6.51,overcast clouds
485,El Tigre,VE,8.8875,-64.2454,76.03,80,84,6.2,broken clouds
486,Bilma,NE,18.6853,12.9164,73.58,20,0,6.46,clear sky
487,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.56,81,98,5.44,overcast clouds
488,Kabinda,CD,-6.1333,24.4833,66.63,96,100,2.8,light rain
489,Agadez,NE,19.75,10.25,71.73,21,0,6.06,clear sky
490,Salym,RU,60.0625,71.4789,2.8,95,85,8.05,overcast clouds
491,Vaculesti,RO,47.8833,26.4167,36.05,70,1,4.05,clear sky
492,Albolote,ES,37.2309,-3.6551,45.34,86,40,1.99,scattered clouds
493,Tocopilla,CL,-22.092,-70.1979,64.06,70,93,1.54,overcast clouds
494,Melfort,CA,52.8667,-104.6177,14.76,93,95,7.72,overcast clouds
495,Portland,US,45.5234,-122.6762,53.73,74,100,4.0,overcast clouds
496,Piterka,RU,50.6803,47.4454,28.31,91,73,8.79,broken clouds
497,Evensk,RU,61.95,159.2333,-7.78,80,0,11.41,clear sky
498,Saryg-Sep,RU,51.5,95.6,18.82,87,100,3.29,overcast clouds
499,Mandalgovi,MN,45.7625,106.2708,25.72,52,0,11.86,clear sky
500,Namtsy,RU,62.7161,129.6658,-14.69,99,96,1.32,overcast clouds
501,Grand-Santi,GF,4.25,-54.3833,73.72,98,100,2.08,overcast clouds
502,Nabire,ID,-3.3667,135.4833,83.71,79,88,3.09,overcast clouds
503,Namatanai,PG,-3.6667,152.4333,86.14,62,84,2.48,broken clouds
504,Cupertino,US,37.323,-122.0322,61.32,62,1,1.99,clear sky
505,Smirnykh,RU,49.75,142.8333,34.65,75,100,15.82,overcast clouds
506,Olinda,BR,-8.0089,-34.8553,79.77,79,24,8.77,few clouds
507,Douentza,ML,14.9951,-2.9517,75.96,30,4,4.09,clear sky
508,Komsomolskiy,UZ,40.4272,71.7189,48.92,71,40,4.61,mist
509,Meulaboh,ID,4.1363,96.1285,79.02,85,84,3.53,broken clouds
510,Kahului,US,20.8947,-156.47,75.97,83,46,13.06,scattered clouds
511,Jizan,SA,17.3333,42.6667,79.48,67,3,2.66,clear sky
512,Flin Flon,CA,54.7682,-101.865,18.34,88,100,9.62,overcast clouds
513,Dondo,MZ,-19.6094,34.7431,74.62,68,100,8.93,overcast clouds
514,Puerto Madryn,AR,-42.7692,-65.0385,61.68,56,71,11.14,broken clouds
515,Seoul,KR,37.5683,126.9778,44.04,30,2,5.57,clear sky
516,Nioro,GM,13.35,-15.75,76.3,67,100,5.12,overcast clouds
517,Korla,CN,41.7597,86.1469,27.43,56,11,3.98,few clouds
518,Harper,LR,4.375,-7.7169,79.38,84,81,7.63,broken clouds
519,Ertil,RU,51.8406,40.8056,27.95,89,15,11.07,few clouds
520,Puerto El Triunfo,SV,13.2833,-88.55,76.35,77,46,6.06,scattered clouds
521,Zhangjiakou,CN,40.81,114.8794,30.18,53,0,3.4,clear sky
522,Grand Gaube,MU,-20.0064,57.6608,74.37,79,3,1.99,clear sky
523,Rock Sound,BS,24.9,-76.2,74.88,69,55,18.66,broken clouds
524,Ulagan,RU,50.6321,87.9563,26.08,95,100,4.38,snow
525,Tiznit,MA,29.5833,-9.5,53.65,71,100,2.08,overcast clouds
526,Tocache,PE,-8.1842,-76.5125,70.11,94,70,1.72,broken clouds
527,Borovichi,RU,58.3878,33.9155,34.48,84,100,14.32,overcast clouds
528,Bethel,US,41.3712,-73.414,51.03,56,100,5.19,overcast clouds
529,Slave Lake,CA,55.2834,-114.769,43.07,69,16,9.31,few clouds
530,Wagar,SD,16.1525,36.2032,73.71,77,0,12.33,clear sky
531,Shelburne,CA,44.0787,-80.2041,37.67,98,100,13.13,overcast clouds
532,Mapastepec,MX,15.4333,-92.9,75.24,77,48,3.78,scattered clouds
533,Aripuana,BR,-9.1667,-60.6333,73.44,97,84,0.6,light rain
534,Esquipulas,GT,14.5667,-89.35,62.64,98,67,5.32,broken clouds
535,Severo-Yeniseyskiy,RU,60.3725,93.0408,4.55,98,100,3.13,overcast clouds
536,Roma,US,43.2128,-75.4557,43.43,93,90,5.75,overcast clouds
537,Chiredzi,ZW,-21.05,31.6667,68.22,76,100,9.35,overcast clouds
538,Huaicheng,CN,23.9051,112.1931,68.09,48,0,2.66,clear sky
539,Rypefjord,NO,70.6333,23.6667,19.04,75,100,10.11,overcast clouds
540,Lumphat,KH,13.4878,106.9816,79.23,61,68,4.16,broken clouds
541,Nador,MA,35.174,-2.9287,52.05,82,20,2.3,few clouds
542,Zlynka,RU,52.4267,31.7378,31.44,90,9,16.11,clear sky
543,De-Kastri,RU,51.4667,140.7833,32.86,82,100,15.46,overcast clouds
544,Masuguru,TZ,-11.3667,38.4167,74.21,86,53,1.14,broken clouds
545,Necochea,AR,-38.5473,-58.7368,61.03,78,2,6.29,clear sky
546,Chandbali,IN,20.7833,86.7667,73.89,73,28,4.36,scattered clouds
547,Balabac,PH,7.9868,117.0645,82.33,76,100,1.72,moderate rain
548,Oxford,GB,51.7522,-1.256,40.19,87,91,1.01,overcast clouds
549,Eyl,SO,7.9803,49.8164,78.33,79,88,17.0,light rain
550,The Valley,AI,18.217,-63.0578,78.1,77,100,12.64,overcast clouds
551,Sampit,ID,-2.5333,112.95,83.41,69,100,3.31,overcast clouds
552,Erzin,TR,36.9559,36.2,50.52,83,93,2.8,overcast clouds
553,Marienburg,PL,54.0359,19.0266,38.89,80,100,14.94,overcast clouds
554,Xai-Xai,MZ,-25.0519,33.6442,68.29,82,61,9.1,light rain
555,Tayoltita,MX,24.0833,-105.9333,63.77,46,100,5.06,overcast clouds
556,Cilegon,ID,-6.0174,106.0538,84.09,65,100,6.85,overcast clouds
557,Sydney Mines,CA,46.2367,-60.2177,53.17,98,90,7.0,light intensity drizzle
558,Olafsvik,IS,64.8945,-23.7142,31.96,65,9,12.08,clear sky
559,Charagua,BO,-19.8,-63.2167,72.39,89,100,1.7,light rain
560,Ejura,GH,7.3856,-1.3562,74.62,80,5,4.18,clear sky
561,Chor,PK,25.5167,69.7667,70.57,30,0,5.37,clear sky
562,Narayangarh,IN,30.4833,77.1333,56.26,46,0,2.86,clear sky
563,Ruzomberok,SK,49.0748,19.3075,41.76,94,100,4.63,overcast clouds
564,Semey,KZ,50.4111,80.2275,10.62,85,75,15.66,light snow
565,Vikulovo,RU,56.8167,70.6107,-2.49,96,10,7.43,clear sky
566,Tianpeng,CN,30.9866,103.9393,55.72,59,100,3.24,overcast clouds
567,Drinovci,BA,43.355,17.3539,48.67,97,100,8.59,overcast clouds
568,Batagay,RU,67.6333,134.6333,-35.73,98,59,2.75,broken clouds
569,Yar-Sale,RU,66.8333,70.8333,1.35,91,99,6.76,overcast clouds
570,Ouadda,CF,8.0777,22.4007,65.88,28,78,3.85,broken clouds
571,Satara,IN,17.6833,73.9833,66.81,75,31,2.68,scattered clouds
572,Santa Cruz,BO,-17.8,-63.1667,74.91,86,100,7.72,overcast clouds
573,Hamilton,US,39.1834,-84.5333,43.12,90,90,1.99,overcast clouds
574,Monte Alegre,BR,-2.0078,-54.0692,78.67,77,97,2.71,overcast clouds
575,Portage,US,41.1667,-81.1998,45.81,93,90,9.22,heavy intensity rain
576,Masyaf,SY,35.0653,36.3406,51.85,85,2,1.5,clear sky
577,Virginia Beach,US,36.8529,-75.978,53.62,51,1,9.22,clear sky
578,Ambunti,PG,-4.2365,142.8448,76.19,95,100,2.91,light rain
579,Sungaipenuh,ID,-2.0833,101.3833,76.26,54,100,0.47,overcast clouds
580,Champerico,GT,14.3,-91.9167,80.35,75,78,3.31,broken clouds
581,Houma,US,29.5958,-90.7195,68.0,97,100,3.0,overcast clouds
582,Khani,GE,41.9563,42.9566,40.57,88,99,3.4,light rain
583,Nizhniy Ingash,RU,56.2,96.53,32.2,96,100,17.25,light snow
584,Carbondale,US,37.7273,-89.2168,33.22,83,0,12.57,clear sky
585,Saint-Augustin,CA,51.226,-58.6502,44.46,98,100,16.46,overcast clouds
586,Ketchikan,US,55.3422,-131.6461,40.69,95,100,11.52,light rain
587,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.27,82,63,10.78,broken clouds
588,Mahanoro,MG,-19.9,48.8,73.63,92,100,17.81,light rain
589,Broken Hill,AU,-31.95,141.4333,67.66,45,0,26.22,clear sky
590,Sinnamary,GF,5.3833,-52.95,78.22,86,87,4.79,overcast clouds
591,Banda Aceh,ID,5.5577,95.3222,80.1,77,99,1.41,overcast clouds
592,Aden,YE,12.7794,45.0367,80.76,77,18,15.21,few clouds
593,Sal Rei,CV,16.1833,-22.9167,73.96,80,99,12.12,overcast clouds
594,Dunedin,NZ,-45.8742,170.5036,58.59,75,100,9.28,overcast clouds
595,Upata,VE,8.0086,-62.3989,70.79,96,88,3.71,overcast clouds
596,Cabedelo,BR,-6.9811,-34.8339,81.27,78,8,12.19,clear sky
597,Palma,ES,39.5694,2.6502,51.1,88,40,2.3,scattered clouds
598,Alta Floresta,BR,-9.8756,-56.0861,71.83,96,100,2.44,light rain
599,Makakilo City,US,21.3469,-158.0858,79.61,70,29,14.45,scattered clouds
600,Havoysund,NO,70.9963,24.6622,18.48,68,100,8.72,overcast clouds
601,Waddan,LY,29.1614,16.139,67.14,38,13,8.3,few clouds
602,Shima,CN,24.4478,117.8111,69.13,49,3,2.68,clear sky
603,Pringsewu,ID,-5.3582,104.9744,86.43,58,96,0.78,overcast clouds
604,Otautau,NZ,-46.15,168.0,50.79,99,100,3.13,light rain
605,Port-Gentil,GA,-0.7193,8.7815,81.05,79,100,8.52,overcast clouds
606,Awbari,LY,26.5921,12.7805,64.33,42,0,4.34,clear sky
607,Wanning,CN,18.8003,110.3967,72.93,62,2,12.68,clear sky
608,Maues,BR,-3.3836,-57.7186,78.03,83,100,2.82,overcast clouds
609,Owando,CG,-0.4819,15.8999,69.48,96,78,2.13,broken clouds
610,Tromso,NO,69.6496,18.957,21.22,63,0,6.91,clear sky
611,Fukue,JP,32.6881,128.8419,58.62,51,0,16.46,clear sky
612,Roebourne,AU,-20.7833,117.1333,90.41,24,31,17.83,scattered clouds
613,Tynda,RU,55.1667,124.7167,5.65,75,100,1.05,overcast clouds
614,Baryshivka,UA,50.361,31.3217,39.06,88,5,15.05,clear sky
615,Kathu,TH,7.9178,98.3332,82.22,81,100,8.25,overcast clouds
616,Marsh Harbour,BS,26.5412,-77.0636,73.18,63,95,12.37,overcast clouds
617,Luau,AO,-10.7073,22.2247,62.38,99,100,2.68,overcast clouds
618,Tazovskiy,RU,67.4667,78.7,0.5,97,100,5.28,overcast clouds
619,Luganville,VU,-15.5333,167.1667,84.06,65,3,9.17,clear sky
620,Puerto Escondido,MX,15.85,-97.0667,79.21,78,5,3.29,clear sky
621,Sivas,TR,39.7916,37.0019,36.23,100,90,1.14,overcast clouds
622,Tobermory,CA,45.2501,-81.6665,28.31,94,100,19.19,light snow
623,Kirksville,US,40.1948,-92.5833,22.12,55,0,1.01,clear sky
624,Lillooet,CA,50.6856,-121.942,39.06,94,100,4.81,overcast clouds
625,Okakarara,NA,-20.5833,17.4333,64.24,19,0,7.29,clear sky
626,Nidzica,PL,53.3605,20.4275,35.19,80,100,13.38,overcast clouds
627,Manyoni,TZ,-5.7467,34.8382,66.51,74,69,1.54,light rain
628,Sukumo,JP,32.9333,132.7333,60.98,56,2,11.92,clear sky
629,Vanimo,PG,-2.6741,141.3028,79.09,86,100,5.64,overcast clouds
630,Saint Anthony,US,45.0205,-93.218,19.26,51,1,0.0,clear sky
631,Novoagansk,RU,61.9449,76.6625,-0.17,95,92,9.86,overcast clouds
632,Bara,NG,10.3744,10.7288,70.95,20,8,6.71,clear sky
633,Ambanja,MG,-13.6833,48.45,73.6,94,94,1.92,moderate rain
634,Aljezur,PT,37.3191,-8.8033,47.07,85,6,7.38,clear sky
635,Tabas,IR,33.5959,56.9244,55.71,38,49,0.6,scattered clouds
636,Ferrol,ES,43.4832,-8.2369,53.28,68,100,17.29,overcast clouds
637,Zhigansk,RU,66.7697,123.3711,-4.68,97,100,14.07,light snow
638,Qasigiannguit,GL,68.8193,-51.1922,25.05,81,100,3.62,overcast clouds
639,Vardo,NO,70.3705,31.1107,25.84,64,98,12.26,overcast clouds
640,Tigil,RU,57.8,158.6667,16.3,79,34,14.2,scattered clouds
641,Bruhl,DE,50.8293,6.905,40.1,93,75,2.3,broken clouds
642,Najran,SA,17.4924,44.1277,59.23,46,3,1.21,clear sky
643,Banyo,CM,6.75,11.8167,65.19,57,7,2.51,clear sky
644,Rexburg,US,43.826,-111.7897,30.42,68,1,4.61,clear sky
645,Gorontalo,ID,0.5412,123.0595,83.77,82,100,1.92,overcast clouds
646,Kargopol,RU,61.5071,38.9456,35.02,99,100,11.3,light rain
647,Kortkeros,RU,61.8106,51.5806,15.8,94,100,5.55,overcast clouds
648,Cam Ranh,VN,11.9214,109.1591,76.96,65,75,14.97,light rain
649,Nhulunbuy,AU,-12.2333,136.7667,92.01,49,75,5.75,broken clouds
650,Poum,NC,-20.2333,164.0167,79.38,72,0,14.61,clear sky
651,Lanuza,PH,9.2342,126.0644,81.73,82,100,1.41,overcast clouds
652,Nevsehir,TR,38.9167,34.6667,40.21,87,75,1.14,broken clouds
653,Vaitape,PF,-16.5167,-151.75,82.11,72,8,15.26,clear sky
654,Phonhong,LA,18.5007,102.4166,73.22,73,65,1.25,broken clouds
655,Savannah Bight,HN,16.45,-85.85,75.0,77,80,10.51,broken clouds
656,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,62.11,83,50,5.03,scattered clouds
657,Hovd,MN,48.0056,91.6419,30.76,36,100,9.1,overcast clouds
658,Tabora,TZ,-5.0167,32.8,65.34,89,100,2.48,light rain
659,Itoman,JP,26.1247,127.6694,75.58,56,40,12.66,scattered clouds
660,Vao,NC,-22.6667,167.4833,75.96,86,9,15.46,clear sky
661,Mahemdavad,IN,22.8333,72.7667,64.65,55,3,7.23,clear sky
662,Karla,EE,59.3723,24.9275,37.11,89,90,4.61,light rain
663,Raahe,FI,64.6833,24.4833,10.49,86,100,7.25,overcast clouds
664,Aksha,RU,50.2814,113.2867,12.36,78,98,2.15,overcast clouds
665,Tongchuan,CN,35.0806,109.0897,48.24,29,26,2.59,scattered clouds
666,Elko,US,41.0002,-115.5012,34.65,45,59,3.69,broken clouds
667,Akyab,MM,20.15,92.9,75.56,75,1,6.46,clear sky
668,Surakarta,ID,-7.5561,110.8317,85.03,66,87,11.48,overcast clouds
669,Novobelokatay,RU,55.7062,58.9549,18.99,95,99,10.47,overcast clouds
670,Teguise,ES,29.0605,-13.564,59.22,72,90,9.22,overcast clouds
671,Arkhangelskoye,RU,55.8549,35.3287,30.52,86,100,14.97,overcast clouds
672,Altay,CN,47.8667,88.1167,32.74,81,100,3.71,light snow
673,Huntingdon,GB,52.3305,-0.1865,38.1,87,94,7.0,overcast clouds
674,Paamiut,GL,61.994,-49.6678,34.16,99,100,2.77,light rain
675,Yavaros,MX,26.7,-109.5167,75.45,72,56,9.46,broken clouds
676,Isabela,PH,6.7085,121.9711,84.16,76,100,3.74,overcast clouds
677,Bowling Green,US,36.9903,-86.4436,40.64,88,90,10.36,overcast clouds
678,Semnan,IR,35.5729,53.3971,48.07,53,100,3.15,overcast clouds
679,Hay River,CA,60.8156,-115.7999,13.96,85,90,3.44,light snow
680,Yambio,SS,4.5721,28.3955,69.31,49,7,3.51,clear sky
681,Hualmay,PE,-11.0964,-77.6139,65.98,87,100,7.72,overcast clouds
682,Hachinohe,JP,40.5,141.5,34.83,64,85,13.73,overcast clouds
683,Ulladulla,AU,-35.35,150.4667,61.88,92,100,17.38,light rain
684,Pilar,BR,-9.5972,-35.9567,78.73,89,31,3.51,scattered clouds
685,Prestea,GH,5.4327,-2.1428,74.59,97,32,2.17,scattered clouds
686,Strezhevoy,RU,60.7333,77.5889,-5.82,98,81,7.76,broken clouds
687,Zdvinsk,RU,54.7021,78.661,-2.47,99,78,7.36,broken clouds
688,Biasca,CH,46.3597,8.9697,46.51,95,100,2.93,overcast clouds
689,San Jeronimo,PE,-11.9472,-75.2829,52.79,80,95,3.51,overcast clouds
690,Atyrau,KZ,47.1167,51.8833,21.22,93,0,4.47,mist
691,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,5.75,overcast clouds
692,Umm Lajj,SA,25.0213,37.2685,74.23,53,11,7.83,few clouds
693,Bonthe,SL,7.5264,-12.505,79.52,84,9,5.17,clear sky
694,Olpe,DE,51.0333,7.85,37.78,90,100,4.34,overcast clouds
695,Fort Dodge,US,42.4975,-94.168,21.4,26,6,2.82,clear sky
696,Chara,RU,56.9064,118.2631,-2.79,80,0,0.6,clear sky
697,Alihe,CN,50.5667,123.7167,15.48,67,100,2.66,overcast clouds
698,Novoye Leushino,RU,56.8073,40.5144,34.18,83,100,14.36,overcast clouds
699,Sampang,ID,-7.1872,113.2394,84.15,68,100,5.48,light rain
700,Natal,BR,-5.795,-35.2094,79.72,79,15,9.71,few clouds
701,Aniva,RU,46.7144,142.5294,26.71,75,48,7.07,scattered clouds
702,Walvis Bay,NA,-22.9575,14.5053,59.09,95,33,3.71,scattered clouds
703,Mutare,ZW,-18.9707,32.6709,60.19,94,100,5.23,overcast clouds
704,Havre,FR,49.5833,0.3333,44.37,65,75,10.36,broken clouds
